ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051271	negative regulation of cellular component movement	19/425	384/18670	0.00136126808945689	0.0104917946852667	0.00768041785209361	CD74/CXCL13/BST2/FGF2/KLRK1/ILK/CCL21/CCL25/PPARG/C5/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/GREM1/IL24/NRG3/STC1	19
BP	GO:0032663	regulation of interleukin-2 production	6/425	54/18670	0.001377773807405	0.0105967014893061	0.00775721387362481	IL1A/CD86/CARD11/IL20RB/CD3E/CD28	6
BP	GO:0072073	kidney epithelium development	10/425	140/18670	0.00139248458929616	0.0106242601739529	0.00777738794487673	FGF2/ILK/AGT/BMP4/BMP7/FGF1/LIF/FGFR1/SDC1/SDC4	10
BP	GO:0002758	innate immune response-activating signal transduction	16/425	298/18670	0.00139636964484238	0.0106242601739529	0.00777738794487673	CTSS/PSMC1/PSMD6/REG3G/S100A14/MUC5AC/BPIFB1/TLR7/TLR8/F2RL1/DMBT1/MARCO/KLRK1/CD14/CARD11/BCL10	16
BP	GO:0001759	organ induction	4/425	22/18670	0.00139876902590693	0.0106242601739529	0.00777738794487673	BMP4/DKK1/FGF1/FGFR1	4
BP	GO:0032656	regulation of interleukin-13 production	4/425	22/18670	0.00139876902590693	0.0106242601739529	0.00777738794487673	HLA-E/PAEP/TNFSF4/TNFRSF21	4
BP	GO:0035929	steroid hormone secretion	4/425	22/18670	0.00139876902590693	0.0106242601739529	0.00777738794487673	AGT/INHBA/POMC/RETN	4
BP	GO:0071379	cellular response to prostaglandin stimulus	4/425	22/18670	0.00139876902590693	0.0106242601739529	0.00777738794487673	TNFSF4/PPARG/TNC/PTGER2	4
BP	GO:0003156	regulation of animal organ formation	5/425	37/18670	0.00142778350751855	0.0108221851366985	0.00792227701894349	BMP4/BMP7/DKK1/FGF1/FGFR1	5
BP	GO:0002702	positive regulation of production of molecular mediator of immune response	8/425	95/18670	0.00145952175068702	0.0110039696134244	0.0080553506047466	CD74/HLA-E/HLA-G/F2RL1/TNFSF4/BCL10/SEMA7A/CD28	8
BP	GO:0032677	regulation of interleukin-8 production	7/425	74/18670	0.00146078372906972	0.0110039696134244	0.0080553506047466	CD74/TLR7/F2R/TLR8/F2RL1/CD14/BCL10	7
BP	GO:1903036	positive regulation of response to wounding	7/425	74/18670	0.00146078372906972	0.0110039696134244	0.0080553506047466	REG3G/DUOX2/F2R/CXCR4/HBEGF/INSL3/MDK	7
BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	6/425	55/18670	0.00151729570354607	0.0113828269891028	0.00833268951947432	HLA-E/F2RL1/RAC2/PTAFR/NPPA/IL13RA2	6
BP	GO:0045620	negative regulation of lymphocyte differentiation	6/425	55/18670	0.00151729570354607	0.0113828269891028	0.00833268951947432	CD74/TNFSF4/BMP4/INHBA/MDK/CTLA4	6
BP	GO:0007584	response to nutrient	13/425	219/18670	0.00158907216122886	0.0118726391474671	0.00869125182059868	LTA/HAMP/CXCL10/CYBB/PTGS2/PPARG/VDR/TNC/BMP7/EPO/STC1/TNFRSF11B/CD3E	13
BP	GO:0048762	mesenchymal cell differentiation	13/425	219/18670	0.00158907216122886	0.0118726391474671	0.00869125182059868	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/GREM1/MDK/FGFR1/NRP2	13
BP	GO:0001952	regulation of cell-matrix adhesion	9/425	119/18670	0.00160764990840748	0.0119844175977668	0.00877307816498636	S100A10/PLAU/ILK/CCR7/CCL21/CCL25/SEMA3E/SDC4/CD3E	9
BP	GO:1901654	response to ketone	12/425	193/18670	0.00161058002133332	0.0119844175977668	0.00877307816498636	CYBB/TNFSF4/CCL19/CCR7/CCL21/PPARG/TNC/PTAFR/EPO/UCN3/OXTR/PTGER2	12
BP	GO:0035296	regulation of tube diameter	10/425	143/18670	0.00163268032694383	0.0120752377311947	0.00883956217416054	F2R/F2RL1/PTGS2/EDNRA/PTAFR/AGT/APLN/NPPA/NTS/OXTR	10
BP	GO:0050880	regulation of blood vessel size	10/425	143/18670	0.00163268032694383	0.0120752377311947	0.00883956217416054	F2R/F2RL1/PTGS2/EDNRA/PTAFR/AGT/APLN/NPPA/NTS/OXTR	10
BP	GO:0097746	regulation of blood vessel diameter	10/425	143/18670	0.00163268032694383	0.0120752377311947	0.00883956217416054	F2R/F2RL1/PTGS2/EDNRA/PTAFR/AGT/APLN/NPPA/NTS/OXTR	10
BP	GO:0048714	positive regulation of oligodendrocyte differentiation	4/425	23/18670	0.00166310622493019	0.0121794826788765	0.00891587369008166	CXCR4/PPARG/MDK/TNFRSF1B	4
BP	GO:0060445	branching involved in salivary gland morphogenesis	4/425	23/18670	0.00166310622493019	0.0121794826788765	0.00891587369008166	SEMA3A/SEMA3C/BMP7/FGFR1	4
BP	GO:0051591	response to cAMP	8/425	97/18670	0.00166853882371833	0.0121794826788765	0.00891587369008166	NOX4/DUOX2/PIK3CG/AQP9/PTAFR/AREG/STC1/SDC1	8
BP	GO:0043270	positive regulation of ion transport	15/425	275/18670	0.00167014675787855	0.0121794826788765	0.00891587369008166	CTSS/CXCL10/CXCL9/FABP3/F2R/CCL5/TNFSF11/CCR1/PTAFR/AGT/CCK/FGF12/NPPA/STC1/APLNR	15
BP	GO:0001767	establishment of lymphocyte polarity	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	CCL19/CCR7/CCL21	3
BP	GO:0031652	positive regulation of heat generation	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	TNFSF11/PTGS2/APLN	3
BP	GO:0033632	regulation of cell-cell adhesion mediated by integrin	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	CXCL13/CCL5/CD3E	3
BP	GO:0042271	susceptibility to natural killer cell mediated cytotoxicity	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	ULBP3/ULBP2/RAET1L	3
BP	GO:0061307	cardiac neural crest cell differentiation involved in heart development	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	SEMA3C/BMP4/BMP7	3
BP	GO:0061308	cardiac neural crest cell development involved in heart development	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	SEMA3C/BMP4/BMP7	3
BP	GO:0070278	extracellular matrix constituent secretion	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	AGT/CCN2/TNFRSF1B	3
BP	GO:0072608	interleukin-10 secretion	3/425	11/18670	0.00168669700032515	0.0121794826788765	0.00891587369008166	ISG15/F2RL1/TNFRSF21	3
BP	GO:0003014	renal system process	9/425	120/18670	0.00170389906511644	0.0122788795971484	0.00898863625248778	F2R/F2RL1/IGHA1/IGHA2/IGKV3-20/AGT/BMP4/STC1/NPR3	9
BP	GO:0042310	vasoconstriction	7/425	76/18670	0.00170717009422249	0.0122788795971484	0.00898863625248778	F2R/PTGS2/EDNRA/PTAFR/AGT/APLN/OXTR	7
BP	GO:0035150	regulation of tube size	10/425	144/18670	0.00171982410498798	0.0123456393105117	0.00903750706150546	F2R/F2RL1/PTGS2/EDNRA/PTAFR/AGT/APLN/NPPA/NTS/OXTR	10
BP	GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	13/425	222/18670	0.00179337850269307	0.0128484514644996	0.00940558588496559	CD74/SLPI/CXCL8/CCL8/OASL/ISG15/CCL5/BST2/F2RL1/APOBEC3C/OAS1/CXCR4/CD28	13
BP	GO:0048713	regulation of oligodendrocyte differentiation	5/425	39/18670	0.00181704113073475	0.0129925538664451	0.0095110746686897	CXCR4/PPARG/MDK/TNFRSF1B/TNFRSF21	5
BP	GO:0048525	negative regulation of viral process	8/425	99/18670	0.00190055115608796	0.0135450562953971	0.00991552878220821	SLPI/CCL8/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1	8
BP	GO:0060401	cytosolic calcium ion transport	11/425	171/18670	0.00190359718387122	0.0135450562953971	0.00991552878220821	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/CCN2/EPO/APLNR/LCK	11
BP	GO:0051384	response to glucocorticoid	10/425	146/18670	0.00190540944881986	0.0135450562953971	0.00991552878220821	PTGS2/PTAFR/AREG/EPO/IL1RN/MDK/STC1/UCN3/SDC1/SSTR2	10
BP	GO:0040013	negative regulation of locomotion	19/425	396/18670	0.00193312504484581	0.0137154472658537	0.0100402618608271	CD74/CXCL13/BST2/FGF2/KLRK1/ILK/CCL21/CCL25/PPARG/C5/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/GREM1/IL24/NRG3/STC1	19
BP	GO:0097191	extrinsic apoptotic signaling pathway	13/425	224/18670	0.00194128727981347	0.0137467170820061	0.0100631526303677	PF4/LCN2/TNFRSF10A/IL1A/BCL10/AGT/BMP4/CD70/CSF2/INHBA/SCG2/FGFR1/TNFRSF1B	13
BP	GO:0002227	innate immune response in mucosa	4/425	24/18670	0.001960230762808	0.0137742894868332	0.0100833367453463	CAMP/DEFA3/BPIFB1/NOS2	4
BP	GO:0046697	decidualization	4/425	24/18670	0.001960230762808	0.0137742894868332	0.0100833367453463	PTGS2/VDR/LIF/STC1	4
BP	GO:0071677	positive regulation of mononuclear cell migration	4/425	24/18670	0.001960230762808	0.0137742894868332	0.0100833367453463	CXCL10/S100A14/CCL5/CCR1	4
BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	4/425	24/18670	0.001960230762808	0.0137742894868332	0.0100833367453463	FGF2/APLN/MDK/FGFR1	4
BP	GO:0072028	nephron morphogenesis	7/425	78/18670	0.00198468791848786	0.0139194300183603	0.0101895854818917	FGF2/ILK/AGT/BMP4/BMP7/FGF1/LIF	7
BP	GO:0019229	regulation of vasoconstriction	6/425	58/18670	0.00200086340755996	0.0140060438529197	0.0102529903102499	F2R/PTGS2/PTAFR/AGT/APLN/OXTR	6
BP	GO:0001990	regulation of systemic arterial blood pressure by hormone	5/425	40/18670	0.00203839056063315	0.0142415035161793	0.0104253563024749	NOX1/F2R/F2RL1/AGT/OXTR	5
BP	GO:2000027	regulation of animal organ morphogenesis	14/425	253/18670	0.00206300227621718	0.0143860025394878	0.0105311354290706	PSMC1/PSMD6/VDR/SEMA3C/AGT/BMP4/BMP7/DKK1/FGF1/GREM1/LIF/MDK/TNFRSF11B/FGFR1	14
BP	GO:0071260	cellular response to mechanical stimulus	7/425	79/18670	0.00213591898909477	0.0148389975933019	0.0108627461212918	TLR7/TLR8/TNFRSF10A/PTGS2/BCL10/AGT/NPPA	7
BP	GO:0051209	release of sequestered calcium ion into cytosol	9/425	124/18670	0.0021360698529555	0.0148389975933019	0.0108627461212918	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/APLNR/LCK	9
BP	GO:0050830	defense response to Gram-positive bacterium	8/425	101/18670	0.00215728015341611	0.0149579595485916	0.0109498310817333	HLA-E/LTA/CAMP/REG3G/DEFA3/LYZ/DMBT1/KLRK1	8
BP	GO:0038110	interleukin-2-mediated signaling pathway	3/425	12/18670	0.00221114129048643	0.0151773616003671	0.0111104422532051	IL2RB/IL2RA/IL2RG	3
BP	GO:0042659	regulation of cell fate specification	3/425	12/18670	0.00221114129048643	0.0151773616003671	0.0111104422532051	FGF2/DKK1/FGFR1	3
BP	GO:0051873	killing by host of symbiont cells	3/425	12/18670	0.00221114129048643	0.0151773616003671	0.0111104422532051	CAMP/PF4/F2RL1	3
BP	GO:0070493	thrombin-activated receptor signaling pathway	3/425	12/18670	0.00221114129048643	0.0151773616003671	0.0111104422532051	F2R/F2RL1/MET	3
BP	GO:1902337	regulation of apoptotic process involved in morphogenesis	3/425	12/18670	0.00221114129048643	0.0151773616003671	0.0111104422532051	VDR/BMP7/TNFRSF1B	3
BP	GO:0014074	response to purine-containing compound	10/425	149/18670	0.00221379707582519	0.0151773616003671	0.0111104422532051	NOX4/DUOX2/PTGS2/PIK3CG/AQP9/PPARG/PTAFR/AREG/STC1/SDC1	10
BP	GO:1905209	positive regulation of cardiocyte differentiation	5/425	41/18670	0.00227878974465235	0.0155937369255556	0.0114152458236791	HAMP/SEMA3C/BMP4/BMP7/GREM1	5
BP	GO:0032616	interleukin-13 production	4/425	25/18670	0.00229213463818981	0.0156266385668769	0.0114393311552117	HLA-E/PAEP/TNFSF4/TNFRSF21	4
BP	GO:0045662	negative regulation of myoblast differentiation	4/425	25/18670	0.00229213463818981	0.0156266385668769	0.0114393311552117	CXCL14/CXCL10/CCL17/BMP4	4
BP	GO:0010594	regulation of endothelial cell migration	13/425	229/18670	0.00235556574889255	0.016029230867464	0.0117340449944834	CXCL13/FGF2/PTGS2/PPARG/AGT/BMP4/FGF1/FGF18/STC1/VEGFC/FGFR1/MET/NRP2	13
BP	GO:0051283	negative regulation of sequestering of calcium ion	9/425	126/18670	0.00238267617944457	0.0161836317123313	0.0118470726547522	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/APLNR/LCK	9
BP	GO:0043900	regulation of multi-organism process	19/425	405/18670	0.00248497534078248	0.0168472124492679	0.0123328405801797	CD74/SLPI/CXCL8/CCL8/PAEP/OASL/ISG15/CCL5/BST2/NOS2/F2RL1/APOBEC3C/OAS1/CXCR4/PTAFR/INHBA/IL2RA/OXTR/CD28	19
BP	GO:0030517	negative regulation of axon extension	5/425	42/18670	0.00253917217427607	0.0171511242251378	0.0125553162860883	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A	5
BP	GO:0097028	dendritic cell differentiation	5/425	42/18670	0.00253917217427607	0.0171511242251378	0.0125553162860883	HLA-G/F2RL1/CCL19/CCR7/CSF2	5
BP	GO:0045766	positive regulation of angiogenesis	12/425	204/18670	0.00255673736363911	0.017204162106928	0.0125941421596742	CXCL8/CYBB/FGF2/IL1A/PTGS2/CCL24/CXCR4/FGF1/FGF18/MDK/VEGFC/APLNR	12
BP	GO:0000187	activation of MAPK activity	10/425	152/18670	0.00256112219291882	0.017204162106928	0.0125941421596742	CD74/FGF2/TNFSF11/CD40LG/CCL19/CXCR4/C5/EGF/FGF1/SHC2	10
BP	GO:0032675	regulation of interleukin-6 production	10/425	152/18670	0.00256112219291882	0.017204162106928	0.0125941421596742	CD74/PAEP/TLR7/F2R/TLR8/F2RL1/TNFSF4/PTAFR/EREG/IL1RN	10
BP	GO:0048645	animal organ formation	6/425	61/18670	0.00259270188474201	0.0173209518248914	0.0126796369545777	BMP4/BMP7/DKK1/FGF1/NTF4/FGFR1	6
BP	GO:0050701	interleukin-1 secretion	6/425	61/18670	0.00259270188474201	0.0173209518248914	0.0126796369545777	TLR8/F2RL1/CCL19/CCR7/IGHD/IL1R2	6
BP	GO:0090303	positive regulation of wound healing	6/425	61/18670	0.00259270188474201	0.0173209518248914	0.0126796369545777	REG3G/DUOX2/F2R/CXCR4/HBEGF/INSL3	6
BP	GO:0051282	regulation of sequestering of calcium ion	9/425	128/18670	0.00265137832225887	0.0176806849504367	0.0129429761450888	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/APLNR/LCK	9
BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	4/425	26/18670	0.0026607818641679	0.017711131644943	0.012965264356309	NOX1/F2R/F2RL1/AGT	4
BP	GO:0045807	positive regulation of endocytosis	10/425	153/18670	0.00268613824507998	0.0178474630040614	0.0130650644225306	F2RL1/CD14/CCL19/CCL21/PPARG/APLN/EGF/GREM1/IL2RB/IL2RG	10
BP	GO:0097305	response to alcohol	13/425	233/18670	0.0027369801162886	0.0181523264596604	0.0132882367964736	HAMP/CYBB/CD14/TNFSF4/CCL19/CCR7/CCL21/CCL7/PPARG/TNC/INHBA/UCN3/PTGER2	13
BP	GO:0002218	activation of innate immune response	16/425	319/18670	0.00277388982981582	0.0183130373894385	0.0134058836939894	CTSS/PSMC1/PSMD6/REG3G/S100A14/MUC5AC/BPIFB1/TLR7/TLR8/F2RL1/DMBT1/MARCO/KLRK1/CD14/CARD11/BCL10	16
BP	GO:0032623	interleukin-2 production	6/425	62/18670	0.00281649364451634	0.0183130373894385	0.0134058836939894	IL1A/CD86/CARD11/IL20RB/CD3E/CD28	6
BP	GO:0046635	positive regulation of alpha-beta T cell activation	6/425	62/18670	0.00281649364451634	0.0183130373894385	0.0134058836939894	HLA-E/TNFSF4/CCL19/CD86/CD3E/CD28	6
BP	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	6/425	62/18670	0.00281649364451634	0.0183130373894385	0.0134058836939894	BMP4/BMP7/DKK1/GDF10/GREM1/INHBA	6
BP	GO:0043616	keratinocyte proliferation	5/425	43/18670	0.00282047453984449	0.0183130373894385	0.0134058836939894	REG3G/VDR/AREG/EREG/MDK	5
BP	GO:0045687	positive regulation of glial cell differentiation	5/425	43/18670	0.00282047453984449	0.0183130373894385	0.0134058836939894	CXCR4/PPARG/LIF/MDK/TNFRSF1B	5
BP	GO:0002864	regulation of acute inflammatory response to antigenic stimulus	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	HLA-E/CCR7/IL20RB	3
BP	GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	EGF/GREM1/NRG3	3
BP	GO:0010838	positive regulation of keratinocyte proliferation	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	REG3G/AREG/MDK	3
BP	GO:0031274	positive regulation of pseudopodium assembly	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	F2RL1/CCR7/CCL21	3
BP	GO:0031650	regulation of heat generation	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	TNFSF11/PTGS2/APLN	3
BP	GO:0071352	cellular response to interleukin-2	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	IL2RB/IL2RA/IL2RG	3
BP	GO:0090594	inflammatory response to wounding	3/425	13/18670	0.00282624040563582	0.0183130373894385	0.0134058836939894	F2R/IL1A/MDK	3
BP	GO:0048588	developmental cell growth	13/425	234/18670	0.00283983117130362	0.0183371761563838	0.0134235542472299	HAMP/CRABP2/ILK/CXCR4/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/AGT/NPPA/REG1A/NRP2	13
BP	GO:1905330	regulation of morphogenesis of an epithelium	11/425	180/18670	0.00284062348354791	0.0183371761563838	0.0134235542472299	PSMC1/PSMD6/CXCL10/AGT/BMP4/BMP7/DKK1/FGF1/LIF/MDK/FGFR1	11
BP	GO:0019216	regulation of lipid metabolic process	19/425	410/18670	0.00284499209418901	0.0183371761563838	0.0134235542472299	CD74/FABP3/FGF2/PTGS2/PIK3CG/SERPINA3/CCL19/CCR7/CCL21/PPARG/VDR/PIK3R2/AGT/CGA/FGF1/FGF19/GIP/SCT/TNFRSF21	19
BP	GO:0002286	T cell activation involved in immune response	8/425	106/18670	0.00291903595785145	0.0187813543790758	0.0137487106626395	CD1C/F2RL1/TNFSF4/CCL19/CD86/IFNE/IFNK/MDK	8
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	10/425	155/18670	0.0029508122259809	0.0189524974724843	0.0138739943256646	PF4/TNFRSF10A/IL1A/BCL10/AGT/BMP4/CSF2/INHBA/SCG2/FGFR1	10
BP	GO:0050792	regulation of viral process	12/425	208/18670	0.00299670835158656	0.0192135714100848	0.0140651110021926	CD74/SLPI/CXCL8/CCL8/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1/CXCR4/CD28	12
BP	GO:0014910	regulation of smooth muscle cell migration	7/425	84/18670	0.00303003920357312	0.0193257378471798	0.0141472213685992	PLAU/NOX4/CCL5/ILK/SEMA6D/AGT/MDK	7
BP	GO:0050818	regulation of coagulation	7/425	84/18670	0.00303003920357312	0.0193257378471798	0.0141472213685992	PROCR/PLAU/F2R/F2RL1/TMPRSS6/PROC/PLAUR	7
BP	GO:0097756	negative regulation of blood vessel diameter	7/425	84/18670	0.00303003920357312	0.0193257378471798	0.0141472213685992	F2R/PTGS2/EDNRA/PTAFR/AGT/APLN/OXTR	7
BP	GO:0042501	serine phosphorylation of STAT protein	4/425	27/18670	0.00306810329727604	0.019534480297961	0.014300029281217	IFNE/IFNK/IL24/LIF	4
BP	GO:0046887	positive regulation of hormone secretion	9/425	131/18670	0.00309884427330028	0.0196618178241808	0.0143932454981711	TNFSF11/APLN/GIP/INHBA/NPPA/RETN/SCT/UCN3/FGFR1	9
BP	GO:0051208	sequestering of calcium ion	9/425	131/18670	0.00309884427330028	0.0196618178241808	0.0143932454981711	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/APLNR/LCK	9
BP	GO:1902667	regulation of axon guidance	5/425	44/18670	0.00312363510674404	0.0197848237470414	0.0144832908063565	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A	5
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	11/425	183/18670	0.00322487601190278	0.0203907963377825	0.0149268872398954	CD74/F2R/BST2/F2RL1/TNFSF11/CCL19/CCR7/CCL21/CARD11/BCL10/IL1RN	11
BP	GO:0001558	regulation of cell growth	19/425	416/18670	0.00333367931432977	0.0210424137409678	0.0154038975213858	HAMP/CXCL16/CRABP2/BST2/ILK/CXCR4/PPARG/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/AGT/HBEGF/INHBA/NPPA/NRG3/REG1A/ESR2	19
BP	GO:1903531	negative regulation of secretion by cell	12/425	211/18670	0.00336541912645599	0.0212061952185118	0.0155237921839967	F2R/TLR8/F2RL1/FAM3D/IL11/INHBA/LIF/OSM/IL13RA2/IL1R2/TNFRSF1B/TNFRSF21	12
BP	GO:0060402	calcium ion transport into cytosol	10/425	158/18670	0.00338643655184319	0.0213019660073847	0.0155939002730923	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/EPO/APLNR/LCK	10
BP	GO:0045581	negative regulation of T cell differentiation	5/425	45/18670	0.00344959212430394	0.0216620184683992	0.0158574732300764	CD74/TNFSF4/BMP4/MDK/CTLA4	5
BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	7/425	86/18670	0.00345844881732566	0.0216804471236802	0.015870963750741	MMP9/PLAUR/AGT/AREG/EGF/EREG/HBEGF	7
BP	GO:0051222	positive regulation of protein transport	19/425	418/18670	0.00351136420811228	0.0217613118171512	0.0159301599754071	HLA-E/PAEP/F2R/TLR8/F2RL1/IL1A/PTGS2/CD14/TNFSF4/CCL19/RAC2/PIK3R2/IGHD/C5/GIP/MDK/OSM/UCN3/VEGFC	19
BP	GO:0002691	regulation of cellular extravasation	4/425	28/18670	0.00351599191758171	0.0217613118171512	0.0159301599754071	CCL21/CCL25/PTAFR/MDK	4
BP	GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	4/425	28/18670	0.00351599191758171	0.0217613118171512	0.0159301599754071	CCL21/CCL25/PTAFR/MDK	4
BP	GO:0001771	immunological synapse formation	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	CCL19/CCR7/CCL21	3
BP	GO:0010935	regulation of macrophage cytokine production	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	CD74/HLA-G/SEMA7A	3
BP	GO:0031272	regulation of pseudopodium assembly	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	F2RL1/CCR7/CCL21	3
BP	GO:0050930	induction of positive chemotaxis	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	CXCL8/SCG2/VEGFC	3
BP	GO:0051852	disruption by host of symbiont cells	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	CAMP/PF4/F2RL1	3
BP	GO:0070234	positive regulation of T cell apoptotic process	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	IDO1/CCL5/PDCD1	3
BP	GO:0070669	response to interleukin-2	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	IL2RB/IL2RA/IL2RG	3
BP	GO:1904748	regulation of apoptotic process involved in development	3/425	14/18670	0.00353673327812209	0.0217613118171512	0.0159301599754071	VDR/BMP7/TNFRSF1B	3
BP	GO:0060389	pathway-restricted SMAD protein phosphorylation	6/425	65/18670	0.00357494064435646	0.0219594927835386	0.0160752364544888	BMP4/BMP7/DKK1/GDF10/GREM1/INHBA	6
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	14/425	269/18670	0.00359377449020167	0.0220382050395784	0.0161328570079405	CD74/TLR7/F2R/TLR8/BST2/F2RL1/TNFSF11/CD14/CCL19/CCR7/CCL21/CARD11/BCL10/IL1RN	14
BP	GO:0046683	response to organophosphorus	9/425	134/18670	0.00360383019745757	0.0220629136335989	0.0161509446976359	NOX4/DUOX2/PTGS2/PIK3CG/AQP9/PTAFR/AREG/STC1/SDC1	9
BP	GO:0030308	negative regulation of cell growth	11/425	186/18670	0.00364980558957449	0.0223070755649953	0.016329681101936	BST2/PPARG/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/AGT/INHBA/NPPA/ESR2	11
BP	GO:0001666	response to hypoxia	17/425	359/18670	0.00373846891438524	0.022810891159274	0.0166984944842541	LTA/PSMC1/PSMD6/PLAU/NOX4/CYBB/NOS2/PTGS2/CXCR4/EDNRA/BMP7/EPO/NPPA/REG1A/STC1/UCN3/VEGFC	17
BP	GO:0007254	JNK cascade	12/425	214/18670	0.00376995471205265	0.0229647324472958	0.0168111125262914	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:0043300	regulation of leukocyte degranulation	5/425	46/18670	0.00379928227026629	0.0230666208813348	0.0168856989789613	F2RL1/RAC2/PTAFR/NPPA/IL13RA2	5
BP	GO:0045776	negative regulation of blood pressure	5/425	46/18670	0.00379928227026629	0.0230666208813348	0.0168856989789613	NOS2/PTAFR/APLN/NPPA/VEGFC	5
BP	GO:1905207	regulation of cardiocyte differentiation	6/425	66/18670	0.00385859981299633	0.0233528108519902	0.0170952016070292	HAMP/SEMA3C/BMP4/BMP7/DKK1/GREM1	6
